GN List,,,,,,,,
LIFe Code,GN Code,Name in Sinhala,Name in Tamil,Name in English,MPA Code,Province,District,Divisional Secretariat
4-2-06-010,010,වෙල්ලාන් කුලම්,வெள்ளாங்குளம்,Vellankulam,MN/01,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-015,015,පාලියාරු,பாலியாறு,Pali Aru,MN/03,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-020,020,අන්තෝනියාර්පුරම්,அந்தோனியார்புரம்,Anthoniyarpuram,MN/05,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-025,025,ඉලුප්පෛක්කඩවෛ,இலுப்பைக்கடவை,Illuppaikadavai,MN/04,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-030,030,කල්ලියඩී,கள்ளியடி,Kalliyadi,MN/06,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-035,035,ආත්තීමෝඩ්ඩෛ,அத்திமோட்டை,Aththimoddai,MN/08,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-040,040,කුරායි,கூராய்,Koorai,MN/07,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-045,045,පෙරිය මඩු නැගෙනහිර,பெரிய மடு கிழக்கு,Periyamadhu East,MN/17,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-050,050,පෙරියමඩු බටහිර,பெரிய மடு மேற்கு,Periyamadhu West,MN/16,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-055,055,කායානගර්,காயாநகர்,Kayanagar,MN/15,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-060,060,පල්ලමඩු,பள்ளமடு,Pallamadhu,MN/14,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-065,065,කෝවිට්කුලම්,கோவிற்குளம்,Kovitkulam,MN/09,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-070,070,විඩත්තල්තිවු උතුර,விடத்தல்தீவு வடக்கு,Vidataltivu North,MN/11,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-075,075,විඩත්තල්තිවු බටහිර,விடத்தல்தீவு மேற்கு,Vidataltivu West,MN/10,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-080,080,විඩත්තල්තිවු මධ්‍යම,விடத்தல்தீவு மத்தி,Vidataltivu Central,MN/12,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-085,085,විඩත්තල්තිවු නැගෙනහිර,விடலைத்தீவு கிழக்கு,Vidataltivu East,MN/13,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-090,090,පප්පමෝඩ්ඩෛ,பாப்பாமோட்டை,Pappamoddai,MN/18,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-095,095,පරප්පුකඩන්තාන් බටහිර,பரப்புகடந்தான் மேற்கு,Parappukadanthan West,MN/36,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-100,100,පරප්පුකඩන්තාන් නැගෙනහිර,பரப்புகடந்தான் கிழக்கு,Parappukadanthan East,MN/35,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-105,105,කන්නාඩ්ඩි,கன்ணாடி,Kannady,MN/28,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-110,110,මිනුක්කන්,மினுக்கன்,Minukkan,MN/20,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-115,115,මාලිකෛත්තිඩල්,மாளிகைத்திடல்,Maligaithiddal,MN/21,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-120,120,වෙඩ්ඩෛයාමුරිප්පු,வேட்டையாமுறிப்பு,Veddayarmurrippu,MN/19,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-125,125,අඩම්පන්,அடம்பன்,Adampan,MN/22,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-130,130,නෙඩුංකණ්ඩල්,நெடுக்கண்டல்,Nedunkandal,MN/24,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-135,135,කරුංකණ්ඩල් වණ්ණාකුලම්,கருங்கண்டல் வண்ணாகுளம்,Karunkandal Vannakulam,MN/30,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-140,140,ආඩ්කාඩ්ඩීවේලි,ஆட்காட்டிவெளி,Alkaddively,MN/29,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-145,145,ආණ්ඩාන්කුලම්,ஆண்டான்குளம்,Andankulam,MN/27,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-150,150,කරුංකණ්ඩල්,கருங்கண்டல்,Karunkandal,MN/26,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
4-2-06-155,155,සොර්ණපුරි,சொர்ணபுரி,Sornapuri,MN/25,4: උතුර/ வடக்கு/ Northern,2: මන්නාරම/ மன்னார்/ Mannar,6: මන්තායි බටහිර/ மாந்தை ‍மேற்கு/ Manthai West
