GN List,,,,,,,,
LIFe Code,GN Code,Name in Sinhala,Name in Tamil,Name in English,MPA Code,Province,District,Divisional Secretariat
6-1-06-005,005,මැදගම,மெதகம,Medagama,87,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-010,010,වලගම්බාපුර,வலகம்பாபுர,Walagambapura,96,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-015,015,ගැමුණුපුර,கெமுனுபுர,Gemunupura,94,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-020,020,ඇතිනිවැ‍ටුනුගල,எதினிவெடுனுகல,Ethiniwetunugala,95,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-025,025,තිස්සපුර,திஸ்ஸபுர,Thissapura,93,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-030,030,මැදගම නැගෙනහිර,மெதகம கிழக்கு,Medagama East,88,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-035,035,සෙනරත්ගම,செனரத்கம,Senarathgama,89,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-040,040,කුඹුක්වැව,கும்புக்வெவ,Kumbukwewa,83,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-045,045,මහගල්කඩවල,மஹகல்கடவல,Mahagalkadawala,82,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-050,050,උස්ගල සියඹලන්ගමුව,உஸ்கல சியம்பலன்கமுவ,Usgala Siyambalangamuwa,92,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-055,055,කෑප්ඇල,கெப் எல,Kepela,98,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-060,060,බණ්ඩාරගම,பண்டாரகம,Bandaragama,97,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-065,065,ගණන්ගමුව,கணன்கமுவ,Ganangamuwa,99,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-070,070,පදවිගම,பதவிகம,Padavigama,91,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-075,075,මීගලෑව,மீகலேவ,Meegalewa,90,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-080,080,ලස්සනගම,லஸ்ஸனகம,Lassanagama,81,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
6-1-06-085,085,යාය 04 උස්ගල,யாய 4 உஸ்கல,Track 4 Usgala,80,6: වයඹ/ வட ‍மேற்கு/ North-Western,1: කුරුණෑගල/ குருணாக‍லை/ Kurunegala,6: ගල්ගමුව/ கல்கமுவ/ Galgamuwa
